"c_1","current:0","current:1","current:2","flux_c_1:0","flux_c_1:1","flux_c_1:2","phi","Points:0","Points:1","Points:2"
12.664,-3.1989e-06,5.5394e-06,-5.6611e-07,-3.1989e-06,5.5394e-06,-5.6611e-07,3.7703,0.0035,-0.00086603,0,1.0e-14
12.634,-3.9859e-06,1.1082e-05,-1.402e-06,-3.9859e-06,1.1082e-05,-1.402e-06,3.7703,0.0032588,-0.00096593,0,1.0e-14
10.29,0,0,0,0,0,0,3.7703,0.0028712,-0.00072567,0,1.0e-14
10.613,0,0,0,0,0,0,3.7703,0.0028436,-0.00040056,0.00016643,1.0e-14
10.524,0,0,0,0,0,0,3.7703,0.0027019,-0.00050753,0,1.0e-14
10.597,0,0,0,0,0,0,3.7703,0.0025907,-0.00024072,0,1.0e-14
10.573,0,0,0,0,0,0,3.7703,0.0028509,-0.00024097,0,1.0e-14
10.611,0,0,0,0,0,0,3.7703,0.002982,-0.00047905,0,1.0e-14
10.594,0,0,0,0,0,0,3.7703,0.0030304,-0.00033856,0.00014869,1.0e-14
10.59,0,0,0,0,0,0,3.7703,0.0029743,-0.00026114,0.00026114,1.0e-14
10.564,0,0,0,0,0,0,3.7703,0.0028584,-0.00014522,0.00014522,1.0e-14
10.605,0,0,0,0,0,0,3.7703,0.002601,-0.00016263,0.00016263,1.0e-14
12.657,7.2925e-06,1.7885e-06,-7.3071e-07,7.2925e-06,1.7885e-06,-7.3071e-07,3.7703,0.0020287,-0.00016807,0.00016807,1.0e-14
12.654,7.3385e-06,3.266e-06,-1.6311e-06,7.3385e-06,3.266e-06,-1.6311e-06,3.7703,0.002113,-0.00032651,0.00032651,1.0e-14
12.643,8.9796e-06,2.692e-06,-1.061e-06,8.9796e-06,2.692e-06,-1.061e-06,3.7703,0.0020341,-0.00025882,0,1.0e-14
10.268,0,0,0,0,0,0,3.7703,0.0023201,-0.0001686,0.0001686,1.0e-14
12.656,5.4846e-06,3.9916e-06,-2.824e-06,5.4846e-06,3.9916e-06,-2.824e-06,3.7703,0.0022482,-0.00046623,0.00046623,1.0e-14
10.044,0,0,0,0,0,0,3.7703,0.0024486,-0.00035564,0.00035564,1.0e-14
12.647,7.0759e-06,4.8517e-06,-1.9608e-06,7.0759e-06,4.8517e-06,-1.9608e-06,3.7703,0.0021981,-0.00055338,0.00022513,1.0e-14
10.801,0,0,0,0,0,0,3.7703,0.0022918,-0.00040242,0.00017368,1.0e-14
10.168,0,0,0,0,0,0,3.7703,0.0025074,-0.00046909,0.0001682,1.0e-14
10.388,0,0,0,0,0,0,3.7703,0.0023222,-0.0002434,0,1.0e-14
12.656,7e-06,3.7465e-06,-1.0293e-06,7e-06,3.7465e-06,-1.0293e-06,3.7703,0.002134,-0.0005,0,1.0e-14
10.273,0,0,0,0,0,0,3.7703,0.0024278,-0.0004745,0,1.0e-14
12.669,-6.8979e-06,2.8277e-06,-1.1413e-06,-6.8979e-06,2.8277e-06,-1.1413e-06,3.7703,0.0039147,-0.00037438,0.00015196,1.0e-14
12.646,0.00049816,-9.6924e-05,6.1021e-05,-1.6246e-05,3.1608e-06,-1.99e-06,3.7703,0.0039659,-0.00018301,0.00018301,1.0e-14
10.654,0,0,0,0,0,0,3.7703,0.0037926,-0.00016473,0.00016473,1.0e-14
12.651,5.7868e-06,5.9214e-06,-1.0039e-06,5.7868e-06,5.9214e-06,-1.0039e-06,3.7703,0.0022929,-0.00070711,0,1.0e-14
10.469,0,0,0,0,0,0,3.7703,0.0035688,-0.00015411,0.00015411,1.0e-14
10.601,0,0,0,0,0,0,3.7703,0.0033541,-0.00023344,0,1.0e-14
10.508,0,0,0,0,0,0,3.7703,0.0034303,-0.00030041,0.00030041,1.0e-14
10.578,0,0,0,0,0,0,3.7703,0.0033082,-0.00038342,0.00013665,1.0e-14
10.525,0,0,0,0,0,0,3.7703,0.0034501,-0.00043003,0,1.0e-14
10.478,0,0,0,0,0,0,3.7703,0.0026696,-0.00073997,0,1.0e-14
12.658,2.7707e-06,7.6261e-06,-2.2153e-06,2.7707e-06,7.6261e-06,-2.2153e-06,3.7703,0.0026719,-0.00090665,0.00026527,1.0e-14
12.641,3.7056e-06,1.0256e-05,-1.2956e-06,3.7056e-06,1.0256e-05,-1.2956e-06,3.7703,0.0027412,-0.00096593,0,1.0e-14
12.643,-4.341e-06,7.4575e-06,-4.1628e-06,-4.341e-06,7.4575e-06,-4.1628e-06,3.7703,0.0034515,-0.0007793,0.00043456,1.0e-14
10.558,0,0,0,0,0,0,3.7703,0.0031053,-0.00023456,0,1.0e-14
10.556,0,0,0,0,0,0,3.7703,0.0030949,-0.00014095,0.00014095,1.0e-14
10.936,0,0,0,0,0,0,3.7703,0.0025115,-0.00058186,0.00040101,1.0e-14
12.647,4.6255e-06,7.6971e-06,-1.6137e-06,4.6255e-06,7.6971e-06,-1.6137e-06,3.7703,0.0024944,-0.00084523,0.00017295,1.0e-14
12.652,4.6763e-06,5.3442e-06,-3.9882e-06,4.6763e-06,5.3442e-06,-3.9882e-06,3.7703,0.0024264,-0.00057923,0.00057923,1.0e-14
12.656,5.1355e-06,5.3356e-06,-2.496e-06,5.1355e-06,5.3356e-06,-2.496e-06,3.7703,0.0023418,-0.00068161,0.0003197,1.0e-14
12.653,-5.8378e-06,4.3591e-06,-3.0949e-06,-5.8378e-06,4.3591e-06,-3.0949e-06,3.7703,0.0037373,-0.00047771,0.00047771,1.0e-14
10.587,0,0,0,0,0,0,3.7703,0.0031848,-0.0002906,0.0002906,1.0e-14
10.713,0,0,0,0,0,0,3.7703,0.0025202,-0.00065629,0,1.0e-14
10.595,0,0,0,0,0,0,3.7703,0.0033317,-0.0001478,0.0001478,1.0e-14
10.359,0,0,0,0,0,0,3.7703,0.0035374,-0.00042942,0.00042942,1.0e-14
12.652,-1.8817e-06,7.1058e-06,-4.0693e-06,-1.8817e-06,7.1058e-06,-4.0693e-06,3.7703,0.0032283,-0.00084488,0.0004838,1.0e-14
10.149,0,0,0,0,0,0,3.7703,0.0022457,0,0,1.0e-14
10.552,0,0,0,0,0,0,3.7703,0.0032287,0,0,1.0e-14
10.554,0,0,0,0,0,0,3.7703,0.0024915,0,0,1.0e-14
10.577,0,0,0,0,0,0,3.7703,0.0027372,0,0,1.0e-14
10.601,0,0,0,0,0,0,3.7703,0.0034744,0,0,1.0e-14
10.025,0,0,0,0,0,0,3.7703,0.0037202,0,0,1.0e-14
12.657,-2.5402e-06,5.5125e-06,-4.2815e-06,-2.5402e-06,5.5125e-06,-4.2815e-06,3.7703,0.003342,-0.00066446,0.00066446,1.0e-14
12.653,9.4704e-07,5.8832e-06,-4.5519e-06,9.4704e-07,5.8832e-06,-4.5519e-06,3.7703,0.0028695,-0.00070106,0.00070106,1.0e-14
12.656,-4.3048e-06,5.1064e-06,-3.8193e-06,-4.3048e-06,5.1064e-06,-3.8193e-06,3.7703,0.0035556,-0.00058794,0.00058794,1.0e-14
12.657,-7.5856e-07,5.5458e-06,-4.2953e-06,-7.5856e-07,5.5458e-06,-4.2953e-06,3.7703,0.0031089,-0.0007029,0.0007029,1.0e-14
10.541,0,0,0,0,0,0,3.7703,0.002983,0,0,1.0e-14
12.66,6.8848e-06,9.064e-07,-2.6754e-07,6.8848e-06,9.064e-07,-2.6754e-07,3.7703,0.002,0,0,1.0e-14
10.722,0.00052783,0,0,4.1464e-19,0,0,3.7703,0.0039659,0,0,1.0e-14
12.663,3.4867e-06,6.0373e-06,-6.1216e-07,3.4867e-06,6.0373e-06,-6.1216e-07,3.7703,0.0025,-0.00086603,0,1.0e-14
