"displacement:0","displacement:1","displacement:2","nodal_GL_strains_xyz:0","nodal_GL_strains_xyz:1","nodal_GL_strains_xyz:2","nodal_GL_strains_xyz:3","nodal_GL_strains_xyz:4","nodal_GL_strains_xyz:5","nodal_cauchy_stresses_xyz:0","nodal_cauchy_stresses_xyz:1","nodal_cauchy_stresses_xyz:2","nodal_cauchy_stresses_xyz:3","nodal_cauchy_stresses_xyz:4","nodal_cauchy_stresses_xyz:5","Points:0","Points:1","Points:2"
-0.45,0.8,0,1.5,9.6892e-16,-0.375,4.8127e-16,0,0,375,75,0,8.3665e-14,0,0,-0.45,-0.25,0,1.0e-9
-0.5,0.8,0,1.5,-5.8087e-16,-0.375,1.5923e-15,0,0,375,75,0,2.3787e-13,0,0,-0.5,-0.25,0,1.0e-9
0.45,0.8,0,1.5,-6.0664e-16,-0.375,1.388e-15,0,0,375,75,0,2.2451e-13,0,0,0.45,-0.3,0,1.0e-9
0.5,0.8,0,1.5,1.4476e-16,-0.375,-4.8269e-15,0,0,375,75,0,-7.6743e-13,0,0,0.5,-0.3,0,1.0e-9
0.4,0.8,0,1.5,1.923e-16,-0.375,1.014e-16,0,0,375,75,0,1.3785e-14,0,0,0.4,-0.3,0,1.0e-9
0.35,0.8,0,1.5,1.7251e-16,-0.375,3.3419e-15,0,0,375,75,0,5.0563e-13,0,0,0.35,-0.3,0,1.0e-9
0.3,0.8,0,1.5,1.304e-15,-0.375,-1.6014e-15,0,0,375,75,0,-2.5753e-13,0,0,0.3,-0.3,0,1.0e-9
0.25,0.8,0,1.5,-1.3704e-15,-0.375,1.0289e-15,0,0,375,75,0,1.6088e-13,0,0,0.25,-0.3,0,1.0e-9
0.2,0.8,0,1.5,1.1955e-15,-0.375,6.7394e-16,0,0,375,75,0,6.3639e-14,0,0,0.2,-0.3,0,1.0e-9
0.15,0.8,0,1.5,-6.8101e-16,-0.375,-7.1978e-17,0,0,375,75,0,-6.64e-15,0,0,0.15,-0.3,0,1.0e-9
0.1,0.8,0,1.5,-8.6533e-16,-0.375,-7.9467e-16,0,0,375,75,0,-1.2227e-13,0,0,0.1,-0.3,0,1.0e-9
0.05,0.8,0,1.5,2.153e-15,-0.375,-2.0337e-16,0,0,375,75,0,2.2059e-14,0,0,0.05,-0.3,0,1.0e-9
1.3878e-17,0.8,0,1.5,1.1989e-15,-0.375,-6.0445e-16,0,0,375,75,0,-7.0305e-14,0,0,1.3878e-17,-0.3,0,1.0e-9
-0.05,0.8,0,1.5,-1.413e-15,-0.375,2.3135e-16,0,0,375,75,0,2.9462e-14,0,0,-0.05,-0.3,0,1.0e-9
-0.1,0.8,0,1.5,4.4953e-16,-0.375,3.5934e-16,0,0,375,75,0,8.7231e-14,0,0,-0.1,-0.3,0,1.0e-9
-0.15,0.8,0,1.5,-8.6533e-16,-0.375,1.3366e-15,0,0,375,75,0,2.0964e-13,0,0,-0.15,-0.3,0,1.0e-9
-0.2,0.8,0,1.5,-7.2762e-16,-0.375,3.1321e-16,0,0,375,75,0,4.7676e-14,0,0,-0.2,-0.3,0,1.0e-9
-0.25,0.8,0,1.5,-1.1979e-15,-0.375,-6.5172e-17,0,0,375,75,0,1.5564e-14,0,0,-0.25,-0.3,0,1.0e-9
-0.3,0.8,0,1.5,-8.2324e-16,-0.375,-1.4742e-15,0,0,375,75,0,-2.0013e-13,0,0,-0.3,-0.3,0,1.0e-9
-0.35,0.8,0,1.5,-8.1327e-16,-0.375,4.638e-15,0,0,375,75,0,7.2876e-13,0,0,-0.35,-0.3,0,1.0e-9
-0.4,0.8,0,1.5,1.126e-15,-0.375,-4.9995e-15,0,0,375,75,0,-7.8595e-13,0,0,-0.4,-0.3,0,1.0e-9
-0.45,0.8,0,1.5,-2.2749e-16,-0.375,2.8429e-15,0,0,375,75,0,4.4576e-13,0,0,-0.45,-0.3,0,1.0e-9
-0.5,0.8,0,1.5,-1.0889e-17,-0.375,-3.4495e-15,0,0,375,75,0,-5.5192e-13,0,0,-0.5,-0.3,0,1.0e-9
0.45,0.8,0,1.5,2.9389e-16,-0.375,3.7344e-16,0,0,375,75,0,5.065e-14,0,0,0.45,-0.35,0,1.0e-9
0.5,0.8,0,1.5,-3.5179e-15,-0.375,-1.0645e-15,0,0,375,75,0,-1.8852e-13,0,0,0.5,-0.35,0,1.0e-9
0.4,0.8,0,1.5,1.7183e-15,-0.375,7.2974e-16,0,0,375,75,0,1.1676e-13,0,0,0.4,-0.35,0,1.0e-9
0.35,0.8,0,1.5,2.7357e-16,-0.375,-1.0159e-16,0,0,375,75,0,-1.6255e-14,0,0,0.35,-0.35,0,1.0e-9
0.3,0.8,0,1.5,-2.7358e-15,-0.375,-2.1254e-16,0,0,375,75,0,2.3913e-15,0,0,0.3,-0.35,0,1.0e-9
0.25,0.8,0,1.5,9.6095e-16,-0.375,-8.4727e-16,0,0,375,75,0,-1.025e-13,0,0,0.25,-0.35,0,1.0e-9
0.2,0.8,0,1.5,-1.8362e-15,-0.375,-2.4261e-15,0,0,375,75,0,-3.8728e-13,0,0,0.2,-0.35,0,1.0e-9
0.15,0.8,0,1.5,1.862e-15,-0.375,7.0179e-16,0,0,375,75,0,1.0319e-13,0,0,0.15,-0.35,0,1.0e-9
0.1,0.8,0,1.5,6.8101e-16,-0.375,9.8414e-16,0,0,375,75,0,1.5746e-13,0,0,0.1,-0.35,0,1.0e-9
0.05,0.8,0,1.5,-8.5259e-17,-0.375,-3.9012e-16,0,0,375,75,0,-1.0304e-13,0,0,0.05,-0.35,0,1.0e-9
1.3878e-17,0.8,0,1.5,-5.9376e-16,-0.375,-5.8246e-16,0,0,375,75,0,-8.0763e-14,0,0,1.3878e-17,-0.35,0,1.0e-9
-0.05,0.8,0,1.5,7.0624e-16,-0.375,-2.7696e-16,0,0,375,75,0,-4.0982e-14,0,0,-0.05,-0.35,0,1.0e-9
-0.1,0.8,0,1.5,-6.7702e-16,-0.375,-1.1522e-15,0,0,375,75,0,-1.8192e-13,0,0,-0.1,-0.35,0,1.0e-9
-0.15,0.8,0,1.5,9.243e-16,-0.375,-2.8383e-16,0,0,375,75,0,-4.2975e-14,0,0,-0.15,-0.35,0,1.0e-9
-0.2,0.8,0,1.5,-8.0349e-17,-0.375,-1.7652e-15,0,0,375,75,0,-2.4603e-13,0,0,-0.2,-0.35,0,1.0e-9
-0.25,0.8,0,1.5,-6.4329e-16,-0.375,-1.1122e-15,0,0,375,75,0,-1.5732e-13,0,0,-0.25,-0.35,0,1.0e-9
-0.3,0.8,0,1.5,2.2843e-15,-0.375,2.3218e-15,0,0,375,75,0,3.7262e-13,0,0,-0.3,-0.35,0,1.0e-9
-0.35,0.8,0,1.5,-1.3952e-15,-0.375,-6.5099e-16,0,0,375,75,0,-9.5059e-14,0,0,-0.35,-0.35,0,1.0e-9
-0.4,0.8,0,1.5,8.1181e-16,-0.375,-5.808e-16,0,0,375,75,0,-9.049e-14,0,0,-0.4,-0.35,0,1.0e-9
-0.45,0.8,0,1.5,-1.0556e-15,-0.375,-2.9282e-15,0,0,375,75,0,-4.885e-13,0,0,-0.45,-0.35,0,1.0e-9
-0.5,0.8,0,1.5,-1.7455e-15,-0.375,4.3219e-15,0,0,375,75,0,6.9864e-13,0,0,-0.5,-0.35,0,1.0e-9
0.45,0.8,0,1.5,-4.4608e-16,-0.375,9.3287e-16,0,0,375,75,0,1.608e-13,0,0,0.45,-0.4,0,1.0e-9
0.5,0.8,0,1.5,-5.2828e-16,-0.375,-2.8446e-16,0,0,375,75,0,-4.0637e-14,0,0,0.5,-0.4,0,1.0e-9
0.4,0.8,0,1.5,-3.7719e-17,-0.375,-2.8277e-15,0,0,375,75,0,-4.5309e-13,0,0,0.4,-0.4,0,1.0e-9
0.35,0.8,0,1.5,-3.7171e-16,-0.375,2.2331e-16,0,0,375,75,0,2.5976e-14,0,0,0.35,-0.4,0,1.0e-9
0.3,0.8,0,1.5,-2.6635e-15,-0.375,-4.0763e-16,0,0,375,75,0,-6.8791e-14,0,0,0.3,-0.4,0,1.0e-9
0.25,0.8,0,1.5,9.5614e-17,-0.375,1.0034e-15,0,0,375,75,0,1.7386e-13,0,0,0.25,-0.4,0,1.0e-9
0.2,0.8,0,1.5,-1.9329e-15,-0.375,1.45e-15,0,0,375,75,0,2.4443e-13,0,0,0.2,-0.4,0,1.0e-9
0.15,0.8,0,1.5,-2.2551e-15,-0.375,-1.654e-16,0,0,375,75,0,-2.7357e-14,0,0,0.15,-0.4,0,1.0e-9
0.1,0.8,0,1.5,-1.0948e-15,-0.375,-1.7065e-15,0,0,375,75,0,-2.5728e-13,0,0,0.1,-0.4,0,1.0e-9
0.05,0.8,0,1.5,1.6454e-16,-0.375,-6.9132e-16,0,0,375,75,0,-1.2881e-13,0,0,0.05,-0.4,0,1.0e-9
1.3878e-17,0.8,0,1.5,1.1721e-15,-0.375,8.3279e-16,0,0,375,75,0,1.3325e-13,0,0,1.3878e-17,-0.4,0,1.0e-9
-0.05,0.8,0,1.5,5.1992e-16,-0.375,4.0783e-16,0,0,375,75,0,6.5252e-14,0,0,-0.05,-0.4,0,1.0e-9
-0.1,0.8,0,1.5,-1.6817e-15,-0.375,5.5926e-16,0,0,375,75,0,8.9481e-14,0,0,-0.1,-0.4,0,1.0e-9
-0.15,0.8,0,1.5,-3.0876e-16,-0.375,8.032e-16,0,0,375,75,0,1.2851e-13,0,0,-0.15,-0.4,0,1.0e-9
-0.2,0.8,0,1.5,1.7996e-15,-0.375,-2.7309e-15,0,0,375,75,0,-4.3694e-13,0,0,-0.2,-0.4,0,1.0e-9
-0.25,0.8,0,1.5,-1.3094e-15,-0.375,-4.1982e-16,0,0,375,75,0,-1.745e-14,0,0,-0.25,-0.4,0,1.0e-9
-0.3,0.8,0,1.5,-1.3174e-15,-0.375,1.1714e-15,0,0,375,75,0,1.6436e-13,0,0,-0.3,-0.4,0,1.0e-9
-0.35,0.8,0,1.5,1.2044e-15,-0.375,1.1156e-16,0,0,375,75,0,5.6579e-15,0,0,-0.35,-0.4,0,1.0e-9
-0.4,0.8,0,1.5,-1.1023e-15,-0.375,2.4024e-15,0,0,375,75,0,3.8438e-13,0,0,-0.4,-0.4,0,1.0e-9
-0.45,0.8,0,1.5,6.4528e-16,-0.375,-4.7014e-15,0,0,375,75,0,-7.0982e-13,0,0,-0.45,-0.4,0,1.0e-9
-0.5,0.8,0,1.5,-1.0181e-15,-0.375,-1.8477e-15,0,0,375,75,0,-3.4178e-13,0,0,-0.5,-0.4,0,1.0e-9
0.45,0.8,0,1.5,-1.6906e-15,-0.375,4.1347e-16,0,0,375,75,0,6.3717e-14,0,0,0.45,-0.45,0,1.0e-9
0.5,0.8,0,1.5,1.128e-15,-0.375,1.658e-15,0,0,375,75,0,2.6529e-13,0,0,0.5,-0.45,0,1.0e-9
0.4,0.8,0,1.5,3.3161e-16,-0.375,4.2797e-15,0,0,375,75,0,7.2847e-13,0,0,0.4,-0.45,0,1.0e-9
0.35,0.8,0,1.5,1.5627e-15,-0.375,-2.6019e-15,0,0,375,75,0,-3.7015e-13,0,0,0.35,-0.45,0,1.0e-9
0.3,0.8,0,1.5,5.0504e-16,-0.375,1.0131e-15,0,0,375,75,0,1.8874e-13,0,0,0.3,-0.45,0,1.0e-9
0.25,0.8,0,1.5,-1.8368e-15,-0.375,3.201e-15,0,0,375,75,0,4.2247e-13,0,0,0.25,-0.45,0,1.0e-9
0.2,0.8,0,1.5,1.4308e-15,-0.375,-2.091e-15,0,0,375,75,0,-3.7429e-13,0,0,0.2,-0.45,0,1.0e-9
0.15,0.8,0,1.5,-9.7184e-16,-0.375,-1.2145e-16,0,0,375,75,0,-1.8539e-14,0,0,0.15,-0.45,0,1.0e-9
0.1,0.8,0,1.5,9.6294e-16,-0.375,2.0851e-15,0,0,375,75,0,3.2939e-13,0,0,0.1,-0.45,0,1.0e-9
0.05,0.8,0,1.5,-4.5843e-16,-0.375,5.6773e-16,0,0,375,75,0,9.5059e-14,0,0,0.05,-0.45,0,1.0e-9
1.3878e-17,0.8,0,1.5,5.6746e-16,-0.375,-4.2843e-16,0,0,375,75,0,-8.1872e-14,0,0,1.3878e-17,-0.45,0,1.0e-9
-0.05,0.8,0,1.5,-7.7288e-17,-0.375,1.4874e-17,0,0,375,75,0,5.9497e-15,0,0,-0.05,-0.45,0,1.0e-9
-0.1,0.8,0,1.5,7.652e-16,-0.375,1.888e-15,0,0,375,75,0,3.0208e-13,0,0,-0.1,-0.45,0,1.0e-9
-0.15,0.8,0,1.5,-5.9521e-16,-0.375,-7.6917e-16,0,0,375,75,0,-1.2307e-13,0,0,-0.15,-0.45,0,1.0e-9
-0.2,0.8,0,1.5,1.2187e-15,-0.375,-2.6035e-15,0,0,375,75,0,-4.0324e-13,0,0,-0.2,-0.45,0,1.0e-9
-0.25,0.8,0,1.5,4.3466e-16,-0.375,-1.0154e-15,0,0,375,75,0,-1.6603e-13,0,0,-0.25,-0.45,0,1.0e-9
-0.3,0.8,0,1.5,5.4967e-16,-0.375,2.2838e-15,0,0,375,75,0,4.187e-13,0,0,-0.3,-0.45,0,1.0e-9
-0.35,0.8,0,1.5,-3.4993e-16,-0.375,2.0279e-16,0,0,375,75,0,5.1953e-14,0,0,-0.35,-0.45,0,1.0e-9
-0.4,0.8,0,1.5,-1.3218e-15,-0.375,1.7756e-15,0,0,375,75,0,2.8409e-13,0,0,-0.4,-0.45,0,1.0e-9
-0.45,0.8,0,1.5,-1.0121e-15,-0.375,1.5989e-15,0,0,375,75,0,2.9222e-13,0,0,-0.45,-0.45,0,1.0e-9
-0.5,0.8,0,1.5,1.3392e-15,-0.375,8.0206e-17,0,0,375,75,0,8.5629e-14,0,0,-0.5,-0.45,0,1.0e-9
0.45,0.8,0,1.5,3.2741e-15,-0.375,2.7483e-15,0,0,375,75,0,4.3973e-13,0,0,0.45,-0.5,0,1.0e-9
0.5,0.8,0,1.5,1.0268e-15,-0.375,-1.1102e-15,0,0,375,75,0,-1.7764e-13,0,0,0.5,-0.5,0,1.0e-9
0.4,0.8,0,1.5,-1.9596e-15,-0.375,-4.5855e-15,0,0,375,75,0,-8.0648e-13,0,0,0.4,-0.5,0,1.0e-9
0.35,0.8,0,1.5,1.4898e-15,-0.375,1.0373e-15,0,0,375,75,0,9.3173e-14,0,0,0.35,-0.5,0,1.0e-9
0.3,0.8,0,1.5,3.737e-16,-0.375,1.4641e-15,0,0,375,75,0,1.3482e-13,0,0,0.3,-0.5,0,1.0e-9
0.25,0.8,0,1.5,-1.005e-15,-0.375,-2.8805e-16,0,0,375,75,0,-1.9443e-14,0,0,0.25,-0.5,0,1.0e-9
0.2,0.8,0,1.5,2.034e-15,-0.375,-2.8572e-15,0,0,375,75,0,-4.5716e-13,0,0,0.2,-0.5,0,1.0e-9
0.15,0.8,0,1.5,-5.4714e-16,-0.375,2.1315e-16,0,0,375,75,0,3.4104e-14,0,0,0.15,-0.5,0,1.0e-9
0.1,0.8,0,1.5,1.9131e-15,-0.375,1.3015e-16,0,0,375,75,0,2.0824e-14,0,0,0.1,-0.5,0,1.0e-9
0.05,0.8,0,1.5,-2.8032e-15,-0.375,-2.5772e-16,0,0,375,75,0,-4.1235e-14,0,0,0.05,-0.5,0,1.0e-9
0,0.8,0,1.5,1.7426e-15,-0.375,6.5869e-16,0,0,375,75,0,2.0483e-13,0,0,0,-0.5,0,1.0e-9
-0.05,0.8,0,1.5,-9.6653e-16,-0.375,2.0741e-15,0,0,375,75,0,3.052e-13,0,0,-0.05,-0.5,0,1.0e-9
-0.1,0.8,0,1.5,1.0696e-15,-0.375,-8.4379e-16,0,0,375,75,0,-1.3501e-13,0,0,-0.1,-0.5,0,1.0e-9
-0.15,0.8,0,1.5,-1.0398e-15,-0.375,8.8097e-16,0,0,375,75,0,1.4096e-13,0,0,-0.15,-0.5,0,1.0e-9
-0.2,0.8,0,1.5,-1.992e-16,-0.375,2.0043e-15,0,0,375,75,0,2.2125e-13,0,0,-0.2,-0.5,0,1.0e-9
-0.25,0.8,0,1.5,4.0637e-17,-0.375,-8.9263e-16,0,0,375,75,0,-1.1617e-13,0,0,-0.25,-0.5,0,1.0e-9
-0.3,0.8,0,1.5,-9.5856e-16,-0.375,5.8757e-15,0,0,375,75,0,8.1402e-13,0,0,-0.3,-0.5,0,1.0e-9
-0.35,0.8,0,1.5,4.6295e-16,-0.375,7.4371e-18,0,0,375,75,0,1.2728e-13,0,0,-0.35,-0.5,0,1.0e-9
-0.4,0.8,0,1.5,7.0385e-17,-0.375,-4.7078e-16,0,0,375,75,0,-7.5324e-14,0,0,-0.4,-0.5,0,1.0e-9
-0.45,0.8,0,1.5,2.4969e-15,-0.375,-4.0637e-16,0,0,375,75,0,-6.5019e-14,0,0,-0.45,-0.5,0,1.0e-9
-0.5,0.8,0,1.5,-8.9245e-17,-0.375,-3.1076e-15,0,0,375,75,0,-4.9721e-13,0,0,-0.5,-0.5,0,1.0e-9
